Pseudoword,Word,Lemma,Levenshtein_Distance,prs,n_morphemes,Length
ingsensé,insensé,sentir,7,"(1, 1, 1)",3,8.0
valiable,variable,varier,8,"(0, 1, 1)",2,8.0
vapolisa,vaporisa,vapeur,8,"(0, 1, 1)",2,8.0
humirité,humilité,humble,8,"(0, 1, 1)",2,8.0
hwmidité,humidité,humide,8,"(0, 1, 1)",2,8.0
humamité,humanité,humain,8,"(0, 1, 1)",2,8.0
huitaime,huitaine,huit,8,"(0, 1, 1)",2,8.0
hyileuse,huileuse,huile,7,"(0, 1, 1)",2,8.0
houreuse,houleuse,houle,6,"(0, 1, 1)",2,8.0
imfinité,infinité,fin,8,"(1, 1, 1)",3,8.0
telrible,terrible,terr,8,"(0, 1, 1)",2,8.0
telreuse,terreuse,terre,7,"(0, 1, 1)",2,8.0
tengture,tenture,tendre,5,"(0, 1, 1)",2,8.0
temtants,tentants,tenter,7,"(0, 1, 1)",2,8.0
tegnsion,tension,tendre,6,"(0, 1, 1)",2,8.0
hôteliel,hôtelier,hôtel,7,"(0, 1, 1)",2,8.0
holloger,horloger,horloge,5,"(0, 1, 1)",2,8.0
honteyse,honteuse,honte,5,"(0, 1, 1)",2,8.0
honicide,homicide,homo,7,"(0, 1, 1)",2,8.0
hippiqwe,hippique,hipp,7,"(0, 1, 1)",2,8.0
hirarité,hilarité,hilare,8,"(0, 1, 1)",2,8.0
hilalant,hilarant,hilare,8,"(0, 1, 1)",2,8.0
hésitamt,hésitant,hésiter,8,"(0, 1, 1)",2,8.0
héloïque,héroïque,héro,7,"(0, 1, 1)",2,8.0
hélitage,héritage,hériter,8,"(0, 1, 1)",2,8.0
hélisson,hérisson,hérisser,8,"(0, 1, 1)",2,8.0
tonnerle,tonnelle,tonneau,6,"(0, 1, 1)",2,8.0
tonneret,tonnelet,tonneau,6,"(0, 1, 1)",2,8.0
tongbeur,tombeur,tomber,4,"(0, 1, 1)",2,8.0
ignfinie,infinie,fin,7,"(1, 1, 1)",3,8.0
hébétyde,hébétude,hébéter,7,"(0, 1, 1)",2,8.0
hawtesse,hautesse,haut,8,"(0, 1, 1)",2,8.0
hautaign,hautain,haut,7,"(0, 1, 1)",2,8.0
poyrsuis,poursuis,être,6,"(1, 1, 0)",2,8.0
pancalte,pancarte,carte,7,"(1, 1, 0)",2,8.0
ignpasse,impasse,passer,7,"(1, 1, 0)",2,8.0
extlaire,extraire,traire,7,"(1, 1, 0)",2,8.0
vivifiel,vivifier,vivre,7,"(0, 1, 1)",2,8.0
vivenent,vivement,vivre,8,"(0, 1, 1)",2,8.0
igndigna,indigna,digne,7,"(1, 1, 1)",3,8.0
tiglesse,tigresse,tigre,8,"(0, 1, 1)",2,8.0
thésalds,thésards,thée,8,"(0, 1, 1)",2,8.0
toulnure,tournure,tour,5,"(0, 1, 1)",2,8.0
tourgnoi,tournoi,tour,6,"(0, 1, 1)",2,8.0
toyriste,touriste,tour,7,"(0, 1, 1)",2,8.0
towrelle,tourelle,tour,7,"(0, 1, 1)",2,8.0
hagntise,hantise,hanter,6,"(0, 1, 1)",2,8.0
haretant,haletant,haleter,8,"(0, 1, 1)",2,8.0
haineyse,haineuse,haine,7,"(0, 1, 1)",2,8.0
habituer,habituel,habitude,7,"(0, 1, 1)",2,8.0
habireté,habileté,habile,8,"(0, 1, 1)",2,8.0
guttulal,guttural,guttur,7,"(0, 1, 1)",2,8.0
gwetteur,guetteur,guetter,6,"(0, 1, 1)",2,8.0
guelrier,guerrier,guerre,7,"(0, 1, 1)",2,8.0
guélison,guérison,guér,8,"(0, 1, 1)",2,8.0
glossier,grossier,gros,6,"(0, 1, 1)",2,8.0
touirlée,touillée,touiller,7,"(0, 1, 1)",2,8.0
totarité,totalité,total,7,"(0, 1, 1)",2,8.0
grosseyr,grosseur,gros,5,"(0, 1, 1)",2,8.0
grogngon,grognon,grogner,6,"(0, 1, 1)",2,8.0
gliserie,griserie,gris,8,"(0, 1, 1)",2,8.0
glisâtre,grisâtre,gris,7,"(0, 1, 1)",2,8.0
glinçant,grinçant,grinç,7,"(0, 1, 1)",2,8.0
grirlait,grillait,griller,8,"(0, 1, 1)",2,8.0
grirlage,grillage,grill,8,"(0, 1, 1)",2,8.0
grêlengt,grêlent,grêle,7,"(0, 1, 1)",2,8.0
tleillis,treillis,treill,8,"(0, 1, 1)",2,8.0
traqyeur,traqueur,traquer,6,"(0, 1, 1)",2,8.0
tlappeur,trappeur,trappe,6,"(0, 1, 1)",2,8.0
impynité,impunité,pun,8,"(1, 1, 1)",3,8.0
tlaiteur,traiteur,traiter,6,"(0, 1, 1)",2,8.0
trahisom,trahison,trahir,8,"(0, 1, 1)",2,8.0
tragiqye,tragique,tragédie,7,"(0, 1, 1)",2,8.0
tlaction,traction,tract,8,"(0, 1, 1)",2,8.0
immyable,immuable,mouvoir,8,"(1, 1, 1)",3,8.0
tluffier,truffier,truffe,7,"(0, 1, 1)",2,8.0
tlouveur,trouveur,trouver,5,"(0, 1, 1)",2,8.0
tloupeau,troupeau,troup,7,"(0, 1, 1)",2,8.0
tlottoir,trottoir,trot,5,"(0, 1, 1)",2,8.0
tliplées,triplées,triple,8,"(0, 1, 1)",2,8.0
glégaire,grégaire,grèg,7,"(0, 1, 1)",2,8.0
gleffier,greffier,greff,7,"(0, 1, 1)",2,8.0
glatuité,gratuité,gratuit,8,"(0, 1, 1)",2,8.0
leparaît,reparaît,parer,8,"(1, 1, 0)",2,8.0
lepaître,repaître,paître,7,"(1, 1, 0)",2,8.0
lemirent,remirent,mirer,8,"(1, 1, 0)",2,8.0
lecoudre,recoudre,coudre,6,"(1, 1, 0)",2,8.0
rechamge,rechange,changer,8,"(1, 1, 0)",2,8.0
prologye,prologue,logue/ie,6,"(1, 1, 0)",2,8.0
poulvoir,pourvoir,voir,5,"(1, 1, 0)",2,8.0
retengdu,retendu,tendre,7,"(1, 1, 0)",2,8.0
lessorts,ressorts,sorts,7,"(1, 1, 0)",2,8.0
ressengs,ressens,sentir,7,"(1, 1, 0)",2,8.0
reqyises,requises,quis,8,"(1, 1, 0)",2,8.0
érairlée,éraillée,railler,8,"(1, 1, 1)",3,8.0
vachelie,vacherie,vache,8,"(0, 1, 1)",2,8.0
vacagnte,vacante,vac,7,"(0, 1, 1)",2,8.0
twrannie,tyrannie,tyran,8,"(0, 1, 1)",2,8.0
impudeul,impudeur,pudeur,6,"(1, 1, 1)",3,8.0
powrsuit,poursuit,suivre,6,"(1, 1, 0)",2,8.0
glandeur,grandeur,grand,5,"(0, 1, 1)",2,8.0
glaisser,graisser,graisse,7,"(0, 1, 1)",2,8.0
graillom,graillon,graille,8,"(0, 1, 1)",2,8.0
gothiqye,gothique,goth,6,"(0, 1, 1)",2,8.0
gongmées,gommées,gomm,6,"(0, 1, 1)",2,8.0
inplanté,implanté,plante,8,"(1, 1, 1)",3,8.0
garopade,galopade,galop,8,"(0, 1, 1)",2,8.0
garérais,galérais,galère,8,"(0, 1, 1)",2,8.0
gagngant,gagnant,gagner,7,"(0, 1, 1)",2,8.0
gabomais,gabonais,gabon,6,"(0, 1, 1)",2,8.0
fwtilité,futilité,futile,8,"(0, 1, 1)",2,8.0
vanneyrs,vanneurs,vanne,5,"(0, 1, 1)",2,8.0
vagnités,vanités,vain,6,"(0, 1, 1)",2,8.0
varables,valables,valoir,8,"(0, 1, 1)",2,8.0
exténgué,exténué,ténu,6,"(1, 1, 1)",3,8.0
éviscèle,éviscère,viscères,7,"(1, 1, 1)",3,8.0
grissade,glissade,glisser,8,"(0, 1, 1)",2,8.0
gestiogn,gestion,gérer,7,"(0, 1, 1)",2,8.0
louvrira,rouvrira,ouvrira,6,"(1, 1, 0)",2,8.0
louvrait,rouvrait,ouvrait,7,"(1, 1, 0)",2,8.0
letordre,retordre,tordre,7,"(1, 1, 0)",2,8.0
retengue,retenue,tenue,6,"(1, 1, 0)",2,8.0
veurerie,veulerie,veul,8,"(0, 1, 1)",2,8.0
ventlale,ventrale,ventre,7,"(0, 1, 1)",2,8.0
veimules,veinules,veine,7,"(0, 1, 1)",2,8.0
veinalde,veinarde,veine,7,"(0, 1, 1)",2,8.0
veilleul,veilleur,veille,6,"(0, 1, 1)",2,8.0
veirlées,veillées,veille,8,"(0, 1, 1)",2,8.0
fyrieuse,furieuse,fur,7,"(0, 1, 1)",2,8.0
fwgueuse,fugueuse,fugue,7,"(0, 1, 1)",2,8.0
surpromb,surplomb,plomb,7,"(1, 1, 0)",2,8.0
sulhomme,surhomme,homme,7,"(1, 1, 0)",2,8.0
sulfaite,surfaite,faire,8,"(1, 1, 0)",2,8.0
sulcroît,surcroît,croître,7,"(1, 1, 0)",2,8.0
sulaiguë,suraiguë,aigu,7,"(1, 1, 0)",2,8.0
soytenue,soutenue,tenue,6,"(1, 1, 0)",2,8.0
lequérir,requérir,quérir,7,"(1, 1, 0)",2,8.0
galantie,garantie,garant,8,"(0, 1, 1)",2,8.0
voirette,voilette,voile,7,"(0, 1, 1)",2,8.0
visibres,visibles,voir,8,"(0, 1, 1)",2,8.0
virtwose,virtuose,virtu,7,"(0, 1, 1)",2,8.0
vilement,virement,virer,8,"(0, 1, 1)",2,8.0
violemce,violence,violent,7,"(0, 1, 1)",2,8.0
vignasse,vinasse,vin,6,"(0, 1, 1)",2,8.0
viciewse,vicieuse,vice,7,"(0, 1, 1)",2,8.0
sousclit,souscrit,écrire,7,"(1, 1, 0)",2,8.0
soycoupe,soucoupe,couper,5,"(1, 1, 0)",2,8.0
froideyr,froideur,froid,5,"(0, 1, 1)",2,8.0
fliction,friction,frict,8,"(0, 1, 1)",2,8.0
fleinage,freinage,frein,8,"(0, 1, 1)",2,8.0
flappeur,frappeur,frapper,6,"(0, 1, 1)",2,8.0
flappant,frappant,frapper,8,"(0, 1, 1)",2,8.0
flancisé,francisé,franc,7,"(0, 1, 1)",2,8.0
viblante,vibrante,vibrer,8,"(0, 1, 1)",2,8.0
vicongte,vicomte,comte,7,"(1, 1, 0)",2,8.0
velmoulu,vermoulu,moulu,6,"(1, 1, 0)",2,8.0
voratile,volatile,vol,7,"(0, 1, 1)",2,8.0
volagnte,volante,vol,6,"(0, 1, 1)",2,8.0
engtonna,entonna,ton,6,"(1, 1, 1)",3,8.0
emtêtant,entêtant,tête,8,"(1, 1, 1)",3,8.0
emtêtait,entêtait,tête,8,"(1, 1, 1)",3,8.0
enlobait,enrobait,robe,7,"(1, 1, 1)",3,8.0
flaisier,fraisier,fraise,7,"(0, 1, 1)",2,8.0
flacture,fracture,fract,6,"(0, 1, 1)",2,8.0
flaction,fraction,fract,8,"(0, 1, 1)",2,8.0
foytaise,foutaise,foutre,7,"(0, 1, 1)",2,8.0
foulrier,fourrier,fourr,6,"(0, 1, 1)",2,8.0
foulreau,fourreau,fourr,7,"(0, 1, 1)",2,8.0
fowlures,foulures,fouler,6,"(0, 1, 1)",2,8.0
voraille,volaille,vol,7,"(0, 1, 1)",2,8.0
acheteul,acheteur,acheter,6,"(0, 1, 1)",2,8.0
accusamt,accusant,accuser,8,"(0, 1, 1)",2,8.0
accorade,accolade,accoler,8,"(0, 1, 1)",2,8.0
abelrant,aberrant,aberr,7,"(0, 1, 1)",2,8.0
quarifié,qualifié,qualité,8,"(0, 1, 1)",2,8.0
zébryres,zébrures,zébr,7,"(0, 1, 1)",2,8.0
foyillis,fouillis,fouille,7,"(0, 1, 1)",2,8.0
foygueux,fougueux,fougue,6,"(0, 1, 1)",2,8.0
foudloyé,foudroyé,foudre,6,"(0, 1, 1)",2,8.0
fortungé,fortuné,fortune,6,"(0, 1, 1)",2,8.0
affabure,affabule,fabule,7,"(1, 1, 0)",2,8.0
advemait,advenait,venir,8,"(1, 1, 0)",2,8.0
acongpte,acompte,compte,7,"(1, 1, 0)",2,8.0
accloupi,accroupi,croupir,6,"(1, 1, 0)",2,8.0
accowche,accouche,coucher,7,"(1, 1, 0)",2,8.0
acclamel,acclamer,clamer,7,"(1, 1, 0)",2,8.0
flanbeau,flambeau,flamber,8,"(0, 1, 1)",2,8.0
fixenent,fixement,fixe,8,"(0, 1, 1)",2,8.0
fixateyr,fixateur,fixer,6,"(0, 1, 1)",2,8.0
affimité,affinité,affin,8,"(0, 1, 1)",2,8.0
adolante,adorante,adorer,7,"(0, 1, 1)",2,8.0
adolable,adorable,adorer,7,"(0, 1, 1)",2,8.0
emivrant,enivrant,ivre,8,"(1, 1, 1)",3,8.0
engweula,engueula,gueul,7,"(1, 1, 1)",3,8.0
enggorgé,engorgé,gorge,6,"(1, 1, 1)",3,8.0
foltiche,fortiche,fort,7,"(0, 1, 1)",2,8.0
folgeron,forgeron,forge,7,"(0, 1, 1)",2,8.0
fomderie,fonderie,fondre,6,"(0, 1, 1)",2,8.0
fogndant,fondant,fondre,5,"(0, 1, 1)",2,8.0
engendle,engendre,gendre,7,"(1, 1, 1)",3,8.0
enflanma,enflamma,flamme,8,"(1, 1, 1)",3,8.0
enfirade,enfilade,fil,8,"(1, 1, 1)",3,8.0
endossel,endosser,dos,6,"(1, 1, 1)",3,8.0
endorori,endolori,douleur,6,"(1, 1, 1)",3,8.0
endigwer,endiguer,digue,6,"(1, 1, 1)",3,8.0
enclassé,encrassé,crasse,8,"(1, 1, 1)",3,8.0
encoldée,encordée,corde,7,"(1, 1, 1)",3,8.0
encolule,encolure,col,5,"(1, 1, 1)",3,8.0
enchélit,enchérit,chér,7,"(1, 1, 1)",3,8.0
emchaîna,enchaîna,chaîne,8,"(1, 1, 1)",3,8.0
emcaissé,encaissé,caisse,8,"(1, 1, 1)",3,8.0
egnpocha,empocha,poche,7,"(1, 1, 1)",3,8.0
frottant,flottant,flot,7,"(0, 1, 1)",2,8.0
fringuât,flinguât,flingue,7,"(0, 1, 1)",2,8.0
frexible,flexible,flex,8,"(0, 1, 1)",2,8.0
freurait,fleurait,fleur,8,"(0, 1, 1)",2,8.0
fratteur,flatteur,flatter,6,"(0, 1, 1)",2,8.0
flânelie,flânerie,flâner,7,"(0, 1, 1)",2,8.0
festoyel,festoyer,fête,6,"(0, 1, 1)",2,8.0
ailerogn,aileron,aile,7,"(0, 1, 1)",2,8.0
aigreret,aigrelet,aigre,8,"(0, 1, 1)",2,8.0
agréabre,agréable,agréer,8,"(0, 1, 1)",2,8.0
agaçangt,agaçant,agacer,7,"(0, 1, 1)",2,8.0
afflonta,affronta,affront,7,"(0, 1, 1)",2,8.0
fignesse,finesse,fin,6,"(0, 1, 1)",2,8.0
fignancé,financé,finance,6,"(0, 1, 1)",2,8.0
firlette,fillette,fille,8,"(0, 1, 1)",2,8.0
firature,filature,fil,6,"(0, 1, 1)",2,8.0
figyrine,figurine,figure,8,"(0, 1, 1)",2,8.0
archidyc,archiduc,duc,7,"(1, 1, 0)",2,8.0
alchange,archange,ange,8,"(1, 1, 0)",2,8.0
appalais,apparais,parer,8,"(1, 1, 0)",2,8.0
aporogie,apologie,logue/ie,7,"(1, 1, 0)",2,8.0
amtichar,antichar,char,7,"(1, 1, 0)",2,8.0
arpagués,alpagués,alpaga,7,"(0, 1, 1)",2,8.0
arlumage,allumage,allumer,8,"(0, 1, 1)",2,8.0
alalmait,alarmait,alarme,8,"(0, 1, 1)",2,8.0
aimagnté,aimanté,aimant,7,"(0, 1, 1)",2,8.0
aignable,aimable,aimer,7,"(0, 1, 1)",2,8.0
agnonyme,anonyme,nyme,6,"(1, 1, 0)",2,8.0
amalogie,analogie,logue/ie,7,"(1, 1, 0)",2,8.0
arlouait,allouait,louer,7,"(1, 1, 0)",2,8.0
figyrant,figurant,figure,8,"(0, 1, 1)",2,8.0
fidérité,fidélité,fidèle,8,"(0, 1, 1)",2,8.0
fictiogn,fiction,fict,7,"(0, 1, 1)",2,8.0
ficelamt,ficelant,ficelle,8,"(0, 1, 1)",2,8.0
fibrewse,fibreuse,fibre,7,"(0, 1, 1)",2,8.0
fewtrage,feutrage,feutre,8,"(0, 1, 1)",2,8.0
feyillue,feuillue,feuille,7,"(0, 1, 1)",2,8.0
feuirlet,feuillet,feuille,8,"(0, 1, 1)",2,8.0
féeriqwe,féerique,fée,7,"(0, 1, 1)",2,8.0
fédérayx,fédéraux,fédérer,7,"(0, 1, 1)",2,8.0
fécognde,féconde,fécond,7,"(0, 1, 1)",2,8.0
amolçait,amorçait,amorce,7,"(0, 1, 1)",2,8.0
amolçage,amorçage,amorce,7,"(0, 1, 1)",2,8.0
amilauté,amirauté,amiral,7,"(0, 1, 1)",2,8.0
amemdait,amendait,amende,7,"(0, 1, 1)",2,8.0
engpeste,empeste,peste,7,"(1, 1, 1)",3,8.0
enménage,emménage,ménage,8,"(1, 1, 1)",3,8.0
éngietta,émietta,miett,7,"(1, 1, 1)",3,8.0
emblassa,embrassa,bras,8,"(1, 1, 1)",3,8.0
emboulbé,embourbé,bourbe,6,"(1, 1, 1)",3,8.0
enbobiné,embobiné,bobine,7,"(1, 1, 1)",3,8.0
amalrage,amarrage,amarre,8,"(0, 1, 1)",2,8.0
arsacien,alsacien,alsac,8,"(0, 1, 1)",2,8.0
arpestre,alpestre,alpes,7,"(0, 1, 1)",2,8.0
contenwe,contenue,tenue,5,"(1, 1, 0)",2,8.0
congcéda,concéda,céder,5,"(1, 1, 0)",2,8.0
favolite,favorite,faveur,8,"(0, 1, 1)",2,8.0
fayvette,fauvette,fauve,8,"(0, 1, 1)",2,8.0
fawsseté,fausseté,faux,8,"(0, 1, 1)",2,8.0
faycheur,faucheur,faucher,6,"(0, 1, 1)",2,8.0
faychage,fauchage,faucher,8,"(0, 1, 1)",2,8.0
fatarité,fatalité,fatal,8,"(0, 1, 1)",2,8.0
fascisne,fascisme,fasc,8,"(0, 1, 1)",2,8.0
agnnonça,annonça,annonce,6,"(0, 1, 1)",2,8.0
anaryste,analyste,analyse,8,"(0, 1, 1)",2,8.0
amusangt,amusant,amuser,7,"(0, 1, 1)",2,8.0
felrures,ferrures,fer,7,"(0, 1, 1)",2,8.0
felrasse,ferrasse,fer,8,"(0, 1, 1)",2,8.0
félocité,férocité,féroce,8,"(0, 1, 1)",2,8.0
féninité,féminité,féminin,8,"(0, 1, 1)",2,8.0
fâchelie,fâcherie,fâch,8,"(0, 1, 1)",2,8.0
dépeingt,dépeint,peint,7,"(1, 1, 0)",2,8.0
dénontre,démontre,montrer,7,"(1, 1, 0)",2,8.0
démognte,démonte,monter,7,"(1, 1, 0)",2,8.0
démesyre,démesure,mesure,6,"(1, 1, 0)",2,8.0
aptitwde,aptitude,apte,7,"(0, 1, 1)",2,8.0
âplement,âprement,âpre,8,"(0, 1, 1)",2,8.0
élucidel,élucider,lucide,7,"(1, 1, 1)",3,8.0
églainer,égrainer,grain,7,"(1, 1, 1)",3,8.0
écorgnée,écornée,corne,7,"(1, 1, 1)",3,8.0
famirial,familial,famille,8,"(0, 1, 1)",2,8.0
faisabre,faisable,faire,8,"(0, 1, 1)",2,8.0
fairlite,faillite,faille,8,"(0, 1, 1)",2,8.0
décoyche,découche,coucher,7,"(1, 1, 0)",2,8.0
débowrre,débourre,bourrer,6,"(1, 1, 0)",2,8.0
copirote,copilote,pilote,6,"(1, 1, 0)",2,8.0
dépoulvu,dépourvu,pourvoir,6,"(1, 1, 0)",2,8.0
déplaile,déplaire,plaire,7,"(1, 1, 0)",2,8.0
alrosant,arrosant,arroser,8,"(0, 1, 1)",2,8.0
alrivage,arrivage,arriver,8,"(0, 1, 1)",2,8.0
alriérés,arriérés,arrière,8,"(0, 1, 1)",2,8.0
arpemtai,arpentai,arpent,8,"(0, 1, 1)",2,8.0
almement,armement,arme,8,"(0, 1, 1)",2,8.0
démêrais,démêlais,mêler,8,"(1, 1, 0)",2,8.0
défloque,défroque,froque,6,"(1, 1, 0)",2,8.0
exprosif,explosif,exploser,7,"(0, 1, 1)",2,8.0
exotiqye,exotique,exot,6,"(0, 1, 1)",2,8.0
exigwïté,exiguïté,exigu,8,"(0, 1, 1)",2,8.0
exécytif,exécutif,exécuter,8,"(0, 1, 1)",2,8.0
faiblald,faiblard,faible,7,"(0, 1, 1)",2,8.0
façongné,façonné,façonn,7,"(0, 1, 1)",2,8.0
fâcheyse,fâcheuse,fâch,7,"(0, 1, 1)",2,8.0
ethniqwe,ethnique,ethnie,6,"(0, 1, 1)",2,8.0
étatiqye,étatique,état,7,"(0, 1, 1)",2,8.0
estivamt,estivant,estiv,8,"(0, 1, 1)",2,8.0
atterage,attelage,atteler,8,"(0, 1, 1)",2,8.0
atonique,atomique,atome,6,"(0, 1, 1)",2,8.0
échawdés,échaudés,chaud,8,"(1, 1, 1)",3,8.0
dévoleur,dévoreur,vore,6,"(1, 1, 1)",3,8.0
dévarisé,dévalisé,valise,8,"(1, 1, 1)",3,8.0
détrômât,détrônât,trône,8,"(1, 1, 1)",3,8.0
détoulna,détourna,tour,6,"(1, 1, 1)",3,8.0
excrusif,exclusif,exclure,8,"(0, 1, 1)",2,8.0
exclwait,excluait,exclure,8,"(0, 1, 1)",2,8.0
exagnina,examina,examen,7,"(0, 1, 1)",2,8.0
desselra,desserra,serrer,7,"(1, 1, 0)",2,8.0
désoldre,désordre,ordre,7,"(1, 1, 0)",2,8.0
délaison,déraison,raison,8,"(1, 1, 0)",2,8.0
diffolme,difforme,forme,7,"(1, 1, 0)",2,8.0
détraqyé,détraqué,traquer,7,"(1, 1, 0)",2,8.0
déteignt,déteint,teindre,7,"(1, 1, 0)",2,8.0
désabwsé,désabusé,abus,7,"(1, 1, 1)",3,8.0
aviatiom,aviation,avion,8,"(0, 1, 1)",2,8.0
aviateul,aviateur,avion,6,"(0, 1, 1)",2,8.0
aytorité,autorité,autoriser,8,"(0, 1, 1)",2,8.0
aumôniel,aumônier,aumône,7,"(0, 1, 1)",2,8.0
aydition,audition,audio,8,"(0, 1, 1)",2,8.0
awditeur,auditeur,audio,6,"(0, 1, 1)",2,8.0
attlibua,attribua,attribut,7,"(0, 1, 1)",2,8.0
évasiogn,évasion,évader,7,"(0, 1, 1)",2,8.0
eulopéen,européen,europé,8,"(0, 1, 1)",2,8.0
étydiant,étudiant,étude,8,"(0, 1, 1)",2,8.0
étlanger,étranger,étrange,7,"(0, 1, 1)",2,8.0
étiqyeté,étiqueté,étiquette,8,"(0, 1, 1)",2,8.0
épyisant,épuisant,épuiser,8,"(0, 1, 1)",2,8.0
démineul,démineur,mine,6,"(1, 1, 1)",3,8.0
balayewr,balayeur,balai,5,"(0, 1, 1)",2,8.0
barayage,balayage,balai,7,"(0, 1, 1)",2,8.0
baradait,baladait,balade,7,"(0, 1, 1)",2,8.0
bairleur,bailleur,bailler,5,"(0, 1, 1)",2,8.0
baigneul,baigneur,bain,5,"(0, 1, 1)",2,8.0
bagngard,bagnard,bagne,6,"(0, 1, 1)",2,8.0
badimait,badinait,badin,7,"(0, 1, 1)",2,8.0
azinguté,azimuté,azimut,7,"(0, 1, 1)",2,8.0
essawage,essayage,essay,8,"(0, 1, 1)",2,8.0
esqwissa,esquissa,esquisse,8,"(0, 1, 1)",2,8.0
échéagnt,échéant,choir,7,"(1, 1, 0)",2,8.0
échangge,échange,changer,7,"(1, 1, 0)",2,8.0
disglâce,disgrâce,grâce,8,"(1, 1, 0)",2,8.0
discolde,discorde,corde,7,"(1, 1, 0)",2,8.0
balbarie,barbarie,barbare,7,"(0, 1, 1)",2,8.0
barbangt,barbant,barbe,6,"(0, 1, 1)",2,8.0
balatine,baratine,baratin,7,"(0, 1, 1)",2,8.0
banqyier,banquier,banque,5,"(0, 1, 1)",2,8.0
banarité,banalité,banal,6,"(0, 1, 1)",2,8.0
barlotté,ballotté,baller,6,"(0, 1, 1)",2,8.0
délatisé,dératisé,rat,8,"(1, 1, 1)",3,8.0
dénongmé,dénommé,nom,6,"(1, 1, 1)",3,8.0
déngiché,déniché,niche,6,"(1, 1, 1)",3,8.0
escarada,escalada,escalade,8,"(0, 1, 1)",2,8.0
élotisme,érotisme,éros,7,"(0, 1, 1)",2,8.0
elmitage,ermitage,ermite,8,"(0, 1, 1)",2,8.0
élection,érection,ériger,8,"(0, 1, 1)",2,8.0
éqyipier,équipier,équipe,7,"(0, 1, 1)",2,8.0
éqwipage,équipage,équipe,8,"(0, 1, 1)",2,8.0
équestle,équestre,équ,7,"(0, 1, 1)",2,8.0
énouvant,émouvant,émouvoir,7,"(0, 1, 1)",2,8.0
battagnt,battant,battre,6,"(0, 1, 1)",2,8.0
batairla,batailla,bataille,7,"(0, 1, 1)",2,8.0
balrière,barrière,barre,6,"(0, 1, 1)",2,8.0
barreayx,barreaux,barre,6,"(0, 1, 1)",2,8.0
barirlet,barillet,barril,7,"(0, 1, 1)",2,8.0
balbiche,barbiche,barbe,7,"(0, 1, 1)",2,8.0
épimeuse,épineuse,épine,7,"(0, 1, 1)",2,8.0
épicelie,épicerie,épice,8,"(0, 1, 1)",2,8.0
envoyeyr,envoyeur,envoi,5,"(0, 1, 1)",2,8.0
entresor,entresol,sol,8,"(1, 1, 0)",2,8.0
entlacte,entracte,acte,8,"(1, 1, 0)",2,8.0
entairle,entaille,taille,8,"(1, 1, 0)",2,8.0
enswivit,ensuivit,suivre,8,"(1, 1, 0)",2,8.0
egnsuite,ensuite,suite,7,"(1, 1, 0)",2,8.0
enquélir,enquérir,quérir,7,"(1, 1, 0)",2,8.0
dégnerde,démerde,merde,7,"(1, 1, 1)",3,8.0
dégnâter,démâter,mât,6,"(1, 1, 1)",3,8.0
démalqué,démarqué,marque,7,"(1, 1, 1)",3,8.0
déribéré,délibéré,libre,7,"(1, 1, 1)",3,8.0
engouldi,engourdi,gourdir,5,"(1, 1, 0)",2,8.0
egnfumée,enfumée,fumer,7,"(1, 1, 0)",2,8.0
engfonça,enfonça,fonçer,6,"(1, 1, 0)",2,8.0
engvieux,envieux,envie,6,"(0, 1, 1)",2,8.0
egnviais,enviais,envie,7,"(0, 1, 1)",2,8.0
enviabre,enviable,envie,8,"(0, 1, 1)",2,8.0
egntende,entende,entendre/te,7,"(0, 1, 1)",2,8.0
enquêtel,enquêter,enquête,7,"(0, 1, 1)",2,8.0
énornité,énormité,énorme,7,"(0, 1, 1)",2,8.0
emfantin,enfantin,enfant,8,"(0, 1, 1)",2,8.0
egnfanté,enfanté,enfant,7,"(0, 1, 1)",2,8.0
emprynta,emprunta,emprunt,8,"(0, 1, 1)",2,8.0
blewâtre,bleuâtre,bleu,6,"(0, 1, 1)",2,8.0
bressure,blessure,blesser,5,"(0, 1, 1)",2,8.0
bressant,blessant,blesser,7,"(0, 1, 1)",2,8.0
braguais,blaguais,blague,7,"(0, 1, 1)",2,8.0
bidongne,bidonne,bidon,6,"(0, 1, 1)",2,8.0
bibliqwe,biblique,biblio,6,"(0, 1, 1)",2,8.0
bêtenent,bêtement,bête,7,"(0, 1, 1)",2,8.0
bestiore,bestiole,bête,6,"(0, 1, 1)",2,8.0
belgerie,bergerie,berger,7,"(0, 1, 1)",2,8.0
bercewse,berceuse,bercer,6,"(0, 1, 1)",2,8.0
bénitiel,bénitier,bénir,5,"(0, 1, 1)",2,8.0
berlâtre,bellâtre,beau,6,"(0, 1, 1)",2,8.0
bêlamtes,bêlantes,bêler,7,"(0, 1, 1)",2,8.0
beiggnet,beignet,beigne,6,"(0, 1, 1)",2,8.0
déminger,déminer,mine,6,"(1, 1, 1)",3,8.0
démesulé,démesuré,mesure,6,"(1, 1, 1)",3,8.0
bottimes,bottines,botte,6,"(0, 1, 1)",2,8.0
bossewse,bosseuse,boss,5,"(0, 1, 1)",2,8.0
bomiment,boniment,bon,5,"(0, 1, 1)",2,8.0
bongiche,boniche,bon,4,"(0, 1, 1)",2,8.0
boitewse,boiteuse,boire,5,"(0, 1, 1)",2,8.0
boissong,boisson,boire,5,"(0, 1, 1)",2,8.0
blomdeur,blondeur,blond,3,"(0, 1, 1)",2,8.0
