Word,Lemma,prs,freq,n_morphemes,Length,Lemma_Zipf_Frequency,Zipf_Frequency
promouvoir,promouvoir,"(0, 1, 0)",5.51,1,10,4.21,4.21
quelconque,quelconque,"(0, 1, 0)",10.0799999999999,1,10,4.3,4.3
hiérarchie,hiérarchie,"(0, 1, 0)",2.59,1,10,4.06,4.06
formidable,formidable,"(0, 1, 0)",54.23,1,10,4.24,4.24
partenaire,partenaire,"(0, 1, 0)",28.5499999999999,1,10,4.51,4.51
république,république,"(0, 1, 0)",3.69,1,10,5.07,5.07
répertoire,répertoire,"(0, 1, 0)",2.04,1,10,4.09,4.09
techniques,techniques,"(0, 1, 0)",6.48,1,10,4.73,4.73
patrimoine,patrimoine,"(0, 1, 0)",2.19,1,10,4.67,4.67
instrument,instrument,"(0, 1, 0)",22.67,1,10,4.27,4.27
provisoire,provisoire,"(0, 1, 0)",6.64,1,10,4.19,4.19
extérieure,extérieur,"(0, 1, 0)",36.54,1,10,4.79,4.16
construire,construire,"(0, 1, 0)",60.73,1,10,4.69,4.69
cathédrale,cathédrale,"(0, 1, 0)",4.77999999999999,1,10,4.17,4.17
catégories,catégorie,"(0, 1, 0)",6.28,1,10,4.73,4.41
discipline,discipline,"(0, 1, 0)",12.03,1,10,4.35,4.35
diagnostic,diagnostic,"(0, 1, 0)",6.42,1,10,4.19,4.19
conséquent,conséquent,"(0, 1, 0)",6.05,1,10,4.33,4.33
expérience,expérience,"(0, 1, 0)",72.04,1,10,5.06,5.06
correspond,correspondre,"(0, 1, 0)",20.84,1,10,3.71,4.56
conviction,conviction,"(0, 1, 0)",13.32,1,10,4.06,4.06
contrainte,contrainte,"(0, 1, 0)",4.91,1,10,4.13,4.13
convaincre,convaincre,"(0, 1, 0)",58.05,1,10,4.5,4.5
complément,complément,"(0, 1, 0)",0.96,1,10,4.03,4.03
conférence,conférence,"(0, 1, 0)",19.86,1,10,4.75,4.75
architecte,architecte,"(0, 1, 0)",9.99,1,10,4.19,4.19
inventaire,inventaire,"(0, 1, 0)",3.86,1,10,4.08,4.08
